OrderID,CustomerID,ProductID,RegionCode,Order Date,Quantity,Unit Price (NGN),Discount %,Shipping Cost (NGN),Payment Method,Status,Sales Rep,Notes
ORD-00241,C0059,P005,R09,15-05-23,9,150268,0.15,4151,Bank Transfer,Pending,Yakubu Idris,
ORD-02536,C0004,P016,R06,17-09-22,44,259137,0.2,4022,Bank Transfer,Completed,Emeka Obi,Partial Payment
ORD-02061,C1097,P016,R07,23-12-21,45,263670,0,1799,Cheque,Completed,Tonye Peterside,Urgent Delivery
ORD-00060,C0509,P005,R08,04-05-23,3,159171,0.05,4811,Cash,Completed,Yakubu Idris,
ORD-02384,C0390,P003,R05,04-09-21,8,35108,0.1,5489,Cash,Returned,Chidi Okonkwo,
ORD-01020,C1117,P001,R04,28-04-21,47,559414,0.2,7495,Cheque,Pending,Unassigned,
ORD-01036,C0905,P001,R04,02-10-22,9,553701,0.05,5724,Bank Transfer,Returned,Ngozi Obiora,Bulk Order
ORD-00744,C0696,P016,R11,07-02-21,23,248880,0,2972,POS,Completed,Zainab Aliyu,
ORD-01535,C0830,P017,R07,30-04-23,25,154508,0,6618,POS,Cancelled,Tonye Peterside,
ORD-02678,C0585,P012,R10,14-08-21,35,26018,0.15,3023,Bank Transfer,Completed,Zainab Aliyu,Corporate Discount
ORD-01115,C0780,P013,R13,23-03-22,43,198127,0.15,4413,Cheque,Cancelled,Adamu Yusuf,
ORD-02810,C0206,P010,R08,09-12-22,30,19876,0.05,4626,POS,Cancelled,Yakubu Idris,
ORD-01100,C0551,P018,R06,12-11-22,36,124481,0.1,4975,Bank Transfer,Completed,Unassigned,Corporate Discount
ORD-01155,C0163,P014,R05,23-02-23,46,18000,0.2,6641,Bank Transfer,Completed,Uche Eze,Partial Payment
ORD-01590,C0274,P011,R03,04-02-22,27,10982,0.15,1451,POS,Pending,Unassigned,Corporate Discount
ORD-00978,C0198,P008,R13,11-01-21,33,96845,0,7835,Cash,Returned,Hauwa Gombe,
ORD-01995,C0710,P020,R06,11-06-21,8,62120,0.2,2799,Bank Transfer,Pending,Emeka Obi,Corporate Discount
ORD-02082,C0182,P017,R07,02-10-21,20,139229,0,7982,Bank Transfer,Pending,Efemena Oghenekaro,Return Requested
ORD-02826,C0360,P006,R01,11-05-23,12,4606,0,7993,Bank Transfer,Completed,Seun Bello,Urgent Delivery
ORD-02179,C0902,P016,R12,04-09-23,14,260244,0.15,4087,POS,Cancelled,Suleiman Ringim,Return Requested
ORD-02073,C0539,P013,R05,08-11-22,47,210950,0,2366,POS,Completed,Amaka Nwosu,Paid On Delivery
ORD-00053,C1100,P018,R04,28-12-21,24,120737,0,2131,Cash,Pending,Amaka Nwosu,Return Requested
ORD-02693,C0212,P013,R03,24-02-23,5,201367,0,6245,Cash,Returned,Seun Bello,Corporate Discount
ORD-00902,C0544,P011,R05,18-01-23,33,2757,0,6277,POS,Cancelled,Amaka Nwosu,VIP Customer
ORD-01976,C0189,P019,R01,18-01-23,26,80509,0.2,3304,POS,Returned,Lanre Ojo,Bulk Order
ORD-01666,C0616,P013,R13,17-08-23,40,200109,0,1006,POS,Pending,Suleiman Ringim,VIP Customer
ORD-00563,C0161,P010,R07,02-08-21,17,13668,0.05,7215,Cash,Completed,Efemena Oghenekaro,Partial Payment
ORD-01911,C1040,P008,R10,28-10-21,17,106259,0.1,7427,POS,Returned,Fatima Umar,
ORD-01821,C0858,P016,R01,27-03-22,47,260999,0.15,6161,POS,Returned,Seun Bello,Return Requested
ORD-01907,C0989,P004,R12,12-07-22,6,128041,0,6999,Cheque,Cancelled,Adamu Yusuf,Urgent Delivery
ORD-02324,C0804,P016,R07,13-08-22,30,251261,0,5773,POS,Cancelled,Tonye Peterside,
ORD-00544,C0449,P006,R08,20-08-22,29,6550,0,5806,Bank Transfer,Pending,Bose Adama,Bulk Order
ORD-00594,C0314,P002,R07,07-10-23,6,71179,0.2,4377,Cash,Pending,Efemena Oghenekaro,
ORD-01775,C0568,P015,R03,28-04-21,23,285733,0.1,1540,Cash,Completed,Ronke Adeyemi,
ORD-01395,C0174,P008,R12,01-08-21,49,94032,0,4107,POS,Completed,Suleiman Ringim,
ORD-01489,C0126,P014,R04,03-01-23,25,15242,0.05,4224,POS,Cancelled,Amaka Nwosu,
ORD-02158,C0431,P015,R06,12-11-22,7,284354,0.05,2356,POS,Returned,Efemena Oghenekaro,Return Requested
ORD-01690,C0679,P011,R03,01-08-23,1,8897,0,7881,POS,Completed,Ronke Adeyemi,Corporate Discount
ORD-01548,C0390,P007,R06,18-04-23,50,3277,0,2164,Cash,Returned,Efemena Oghenekaro,VIP Customer
ORD-02642,C0720,P012,R11,12-02-21,11,25220,0.1,3770,Bank Transfer,Pending,Zainab Aliyu,VIP Customer
ORD-01510,C0737,P005,R03,07-10-21,28,145893,0,7732,Cheque,Returned,Lanre Ojo,
ORD-00334,C0631,P019,R10,11-05-22,32,81518,0.1,5318,Bank Transfer,Completed,Zainab Aliyu,Urgent Delivery
ORD-02999,C0226,P013,R06,03-10-21,21,197584,0.2,2354,Bank Transfer,Pending,Efemena Oghenekaro,Return Requested
ORD-01549,C0134,P020,R11,16-10-23,27,63789,0,1784,Bank Transfer,Pending,Zainab Aliyu,Partial Payment
ORD-00949,C0406,P017,R12,04-05-23,14,142048,0,2375,POS,Pending,Hauwa Gombe,Corporate Discount
ORD-01560,C0324,P017,R03,29-10-23,14,137250,0,3908,Bank Transfer,Completed,Tunde Afolabi,Partial Payment
ORD-02087,C1043,P009,R02,26-05-21,6,46458,0.1,5537,POS,Completed,Tunde Afolabi,Corporate Discount
ORD-01749,C0456,P009,R06,03-10-21,29,44943,0,4160,POS,Returned,Tonye Peterside,Return Requested
ORD-00421,C0920,P011,R05,10-10-21,15,8811,0,4836,POS,Completed,Uche Eze,
ORD-01052,C1180,P020,R13,30-06-21,50,79277,0,1250,Bank Transfer,Completed,Adamu Yusuf,
ORD-00168,C0171,P010,R10,31-05-23,41,27261,0.1,3557,Bank Transfer,Completed,Fatima Umar,Partial Payment
ORD-00641,C0678,P015,R13,09-05-23,19,289526,0.15,5359,POS,Pending,Hauwa Gombe,Partial Payment
ORD-02591,C0623,P001,R04,07-05-22,44,553125,0.2,6684,Cash,Completed,Uche Eze,Return Requested
ORD-00749,C1074,P002,R07,19-09-21,0,66403,0.15,3912,Bank Transfer,Completed,Emeka Obi,Bulk Order
ORD-00515,C0287,P019,R11,18-09-22,10,90507,0.1,1777,Cash,Returned,Fatima Umar,
ORD-01055,C0249,P003,R11,12-03-21,5,24694,0,7647,POS,Cancelled,Kabiru Musa,Partial Payment
ORD-00124,C0976,P012,R13,15-09-22,34,23681,0.1,2147,Cheque,Pending,Suleiman Ringim,Partial Payment
ORD-01994,C1037,P005,R12,07-08-23,12,146892,0.1,7190,Bank Transfer,Completed,Suleiman Ringim,
ORD-00236,C1050,P019,R01,06-04-21,12,87556,0.15,6610,Cheque,Pending,Seun Bello,VIP Customer
ORD-02407,C1019,P012,R11,09-09-23,12,17926,0.1,7742,POS,Pending,Kabiru Musa,Urgent Delivery
ORD-02973,C0549,P008,R07,06-03-22,49,104049,0,6450,Cash,Completed,Emeka Obi,
ORD-02036,C0638,P014,R04,17-12-23,23,3802,0.15,1299,POS,Pending,Uche Eze,Partial Payment
ORD-02118,C0925,P006,R09,30-10-23,23,9488,0.05,7056,Bank Transfer,Cancelled,Musa Danladi,VIP Customer
ORD-01877,C0980,P008,R05,15-03-23,32,95580,0,1063,POS,Completed,Amaka Nwosu,Return Requested
ORD-02079,C1005,P012,R04,03-01-22,23,26599,0.15,4865,Cash,Cancelled,Amaka Nwosu,Urgent Delivery
ORD-01443,C1184,P012,R03,27-01-22,9,26143,0.1,1749,POS,Returned,Seun Bello,Return Requested
ORD-02483,C0813,P003,R10,25-03-23,30,21884,0,5340,POS,Completed,Zainab Aliyu,
ORD-02121,C0350,P009,R06,18-07-22,23,35602,0,7344,Cheque,Pending,Emeka Obi,Corporate Discount
ORD-00755,C1095,P013,R10,03-08-23,28,214732,0,2057,Cash,Pending,Zainab Aliyu,Paid On Delivery
ORD-02913,C0215,P010,R06,17-03-21,17,27822,0,5789,Bank Transfer,Cancelled,Tonye Peterside,Paid On Delivery
ORD-02331,C0644,P017,R10,24-10-21,11,143153,0,7252,POS,Cancelled,Fatima Umar,Return Requested
ORD-00604,C0106,P005,R12,22-01-22,34,145923,0,1658,Bank Transfer,Cancelled,Hauwa Gombe,Urgent Delivery
ORD-00201,C0993,P010,R10,20-12-21,26,29322,0.05,5348,Cheque,Completed,Kabiru Musa,Paid On Delivery
ORD-02429,C0692,P007,R02,11-05-22,14,16450,0.1,6368,Cheque,Completed,Lanre Ojo,Paid On Delivery
ORD-02844,C1184,P014,R09,08-06-23,48,14296,0.1,6799,Cash,Completed,Bose Adama,Corporate Discount
ORD-00539,C0959,P002,R06,31-01-23,33,63688,0,2916,Bank Transfer,Returned,Tonye Peterside,
ORD-00487,C0543,P018,R07,10-01-23,42,131418,0.1,5580,POS,Completed,Emeka Obi,Return Requested
ORD-01986,C0056,P005,R07,15-12-22,34,157913,0,5517,POS,Completed,Emeka Obi,
ORD-00985,C0551,P010,R04,04-11-23,39,26314,0.15,7934,Cheque,Completed,Chidi Okonkwo,Corporate Discount
ORD-02460,C0604,P002,R12,27-07-23,2,75319,0.1,3684,Cash,Completed,Suleiman Ringim,Corporate Discount
ORD-00586,C0634,P018,R11,21-05-21,3,132013,0.05,697,Cash,Completed,Fatima Umar,Paid On Delivery
ORD-00667,C0178,P017,R03,25-04-22,27,145700,0.15,612,Bank Transfer,Completed,Tunde Afolabi,Corporate Discount
ORD-02360,C1028,P016,R07,28-03-23,46,259758,0,3236,POS,Cancelled,Efemena Oghenekaro,VIP Customer
ORD-01697,C0833,P014,R03,17-03-22,20,6850,0.05,5383,Bank Transfer,Completed,Seun Bello,Partial Payment
ORD-02868,C0632,P008,R07,12-06-21,0,94430,0,5921,Cheque,Pending,Efemena Oghenekaro,Urgent Delivery
ORD-00413,C1004,P006,R04,13-07-21,4,18758,0.1,6248,Bank Transfer,Pending,Chidi Okonkwo,
ORD-01735,C0491,P005,R10,05-01-21,23,163784,0.1,1675,Cheque,Returned,Zainab Aliyu,Bulk Order
ORD-02485,C0203,P014,R07,17-05-22,10,6870,0.05,4513,POS,Cancelled,Tonye Peterside,VIP Customer
ORD-01373,C0232,P008,R05,09-08-21,16,108771,0.05,5371,POS,Completed,Ngozi Obiora,Partial Payment
ORD-02355,C0415,P008,R13,05-04-22,33,101453,0.05,4032,Bank Transfer,Completed,Adamu Yusuf,Partial Payment
ORD-02006,C0104,P015,R08,17-07-23,40,289117,0.05,3369,POS,Returned,Bose Adama,Partial Payment
ORD-00852,C0989,P016,R07,07-04-23,39,258731,0.05,4177,POS,Completed,Efemena Oghenekaro,Urgent Delivery
ORD-00789,C0018,P008,R05,13-06-21,10,92937,0,4239,Bank Transfer,Completed,Uche Eze,Bulk Order
ORD-00994,C0285,P009,R09,30-05-21,44,48766,0,1481,POS,Cancelled,Yakubu Idris,
ORD-02236,C0415,P011,R06,14-11-23,2,9467,0.15,3000,Bank Transfer,Completed,Tonye Peterside,Corporate Discount
ORD-01776,C0561,P013,R13,06-06-23,8,198295,0,4088,POS,Pending,Suleiman Ringim,
ORD-01183,C0222,P008,R02,06-05-23,21,102152,0.1,6630,POS,Completed,Tunde Afolabi,Paid On Delivery
ORD-00579,C0107,P008,R05,24-05-23,50,109148,0.15,6527,POS,Completed,Chidi Okonkwo,
ORD-01374,C1103,P009,R07,16-05-21,35,45049,0,3464,Bank Transfer,Pending,Tonye Peterside,
ORD-00225,C0031,P015,R02,04-07-22,23,279155,0.05,3538,POS,Cancelled,Ronke Adeyemi,Partial Payment
ORD-00246,C0029,P018,R10,05-09-23,50,134242,0,1602,Cheque,Pending,Zainab Aliyu,VIP Customer
ORD-01012,C0800,P001,R11,07-04-22,41,557994,0.1,5555,POS,Returned,Zainab Aliyu,Bulk Order
ORD-01053,C1150,P008,R13,27-01-22,8,98683,0,1118,Cheque,Returned,Suleiman Ringim,Partial Payment
ORD-00398,C0784,P007,R07,22-01-22,8,12965,0,3055,Bank Transfer,Returned,Tonye Peterside,Urgent Delivery
ORD-01870,C0131,P018,R13,05-09-23,24,128132,0,2245,Bank Transfer,Completed,Hauwa Gombe,VIP Customer
ORD-00254,C0906,P004,R05,19-02-22,40,125277,0,4205,Cheque,Completed,Chidi Okonkwo,
ORD-00923,C0190,P011,R09,18-01-21,1,7395,0,1205,POS,Cancelled,Musa Danladi,Return Requested
ORD-02152,C1074,P002,R01,02-12-21,16,74714,0.15,4229,Cash,Completed,Ronke Adeyemi,VIP Customer
ORD-01855,C0147,P015,R03,11-04-21,32,282280,0.05,4299,Bank Transfer,Pending,Tunde Afolabi,
ORD-01222,C0712,P008,R05,05-10-23,20,99251,0.15,2988,Cash,Pending,Ngozi Obiora,Urgent Delivery
ORD-02749,C0516,P013,R13,29-05-21,2,214373,0,2633,Cheque,Completed,Hauwa Gombe,
ORD-00810,C0430,P012,R10,26-01-22,12,16566,0,5915,POS,Pending,Kabiru Musa,Partial Payment
ORD-00318,C0871,P010,R12,03-06-21,4,17885,0.1,6752,Bank Transfer,Pending,Adamu Yusuf,Paid On Delivery
ORD-02530,C1126,P006,R12,06-08-21,50,20600,0.2,6440,Cash,Completed,Adamu Yusuf,VIP Customer
ORD-01796,C0016,P016,R08,13-03-23,27,258061,0.05,2154,Cheque,Completed,Yakubu Idris,Paid On Delivery
ORD-00041,C0364,P018,R10,14-05-23,21,128910,0.15,6881,Cash,Pending,Zainab Aliyu,VIP Customer
ORD-00143,C0981,P015,R01,21-08-22,45,294789,0.15,1876,POS,Completed,Ronke Adeyemi,Urgent Delivery
ORD-02311,C1094,P012,R11,23-06-22,10,20739,0.15,5298,Bank Transfer,Completed,Zainab Aliyu,Partial Payment
ORD-02798,C0037,P001,R05,29-10-21,6,557152,0.2,4845,POS,Pending,Chidi Okonkwo,
ORD-00148,C0674,P006,R03,01-12-22,43,8266,0.15,2937,Cash,Pending,Lanre Ojo,Corporate Discount
ORD-02827,C0776,P020,R05,24-12-23,41,74107,0.05,6953,POS,Cancelled,Amaka Nwosu,VIP Customer
ORD-02116,C0037,P005,R07,04-06-21,32,145917,0.2,4301,POS,Pending,Efemena Oghenekaro,
ORD-01109,C0577,P001,R12,14-07-23,22,545335,0,1855,Cash,Pending,Suleiman Ringim,
ORD-00319,C1179,P009,R12,30-05-23,12,40472,0,3701,POS,Cancelled,Adamu Yusuf,Corporate Discount
ORD-01559,C0464,P013,R06,24-03-22,36,214170,0.2,3101,Cash,Pending,Efemena Oghenekaro,Corporate Discount
ORD-02914,C0314,P011,R01,05-07-23,25,20583,0,4817,Cheque,Pending,Tunde Afolabi,
ORD-00074,C1113,P012,R04,10-02-23,19,23544,0.05,4280,Cash,Completed,Amaka Nwosu,Return Requested
ORD-01042,C1165,P009,R03,01-07-23,16,37889,0.2,725,Bank Transfer,Pending,Ronke Adeyemi,VIP Customer
ORD-02514,C0189,P004,R07,01-09-22,14,132647,0.05,4033,Cash,Pending,Tonye Peterside,Partial Payment
ORD-00608,C0320,P009,R11,08-04-23,29,42547,0.05,7648,Cash,Completed,Zainab Aliyu,Partial Payment
ORD-01937,C0699,P015,R06,06-06-23,40,288438,0.2,598,POS,Pending,Tonye Peterside,Corporate Discount
ORD-01948,C0508,P015,R10,14-04-21,16,288949,0.1,4398,Cheque,Completed,Zainab Aliyu,Corporate Discount
ORD-01286,C0523,P020,R09,21-02-22,48,79034,0.1,677,Cash,Cancelled,Bose Adama,Urgent Delivery
ORD-01347,C0524,P015,R04,28-03-22,29,287347,0.05,7967,Cheque,Completed,Uche Eze,
ORD-00463,C0366,P019,R13,05-01-21,0,85938,0.2,7370,Cash,Returned,Suleiman Ringim,Corporate Discount
ORD-00551,C0065,P006,R05,30-03-22,48,16447,0.05,1264,POS,Pending,Ngozi Obiora,
ORD-00760,C1186,P009,R07,17-04-22,49,39177,0.15,2160,POS,Pending,Tonye Peterside,Corporate Discount
ORD-02954,C1044,P016,R11,10-02-22,12,253692,0,7820,Cash,Completed,Zainab Aliyu,Bulk Order
ORD-00798,C0236,P014,R13,25-01-21,27,17589,0.1,7263,Cash,Completed,Suleiman Ringim,
ORD-02175,C1178,P019,R02,17-06-22,30,81005,0,5622,POS,Cancelled,Lanre Ojo,
ORD-01485,C0094,P006,R10,07-08-21,23,3372,0,1444,Cash,Pending,Fatima Umar,
ORD-00863,C0865,P004,R09,07-11-23,26,122203,0,3818,Cheque,Completed,Yakubu Idris,Bulk Order
ORD-01859,C0615,P009,R05,04-06-23,50,47389,0.1,703,POS,Completed,Ngozi Obiora,
ORD-00965,C0215,P014,R05,23-12-23,48,9736,0.05,5929,Cash,Completed,Uche Eze,Bulk Order
ORD-00881,C0220,P010,R06,30-11-23,2,17037,0.15,4345,Cash,Completed,Emeka Obi,VIP Customer
ORD-00265,C0498,P018,R12,15-12-23,28,128402,0.15,6567,Cheque,Cancelled,Hauwa Gombe,Partial Payment
ORD-02547,C0108,P017,R02,18-03-22,27,138690,0,2414,Bank Transfer,Completed,Seun Bello,Corporate Discount
ORD-01544,C0688,P012,R04,01-05-22,17,25137,0.15,7826,Cheque,Cancelled,Ngozi Obiora,Bulk Order
ORD-00714,C0194,P015,R11,17-05-22,2,275698,0.05,6216,Cheque,Returned,Fatima Umar,
ORD-01153,C0014,P020,R10,17-11-21,44,64453,0,7979,Bank Transfer,Completed,Fatima Umar,Urgent Delivery
ORD-02216,C1147,P015,R13,11-10-22,46,277426,0.05,4136,Cash,Returned,Hauwa Gombe,
ORD-01379,C0013,P003,R09,17-04-22,40,26265,0.1,3698,POS,Completed,Yakubu Idris,VIP Customer
ORD-01454,C0441,P004,R10,27-10-23,50,120291,0,3168,Cash,Pending,Kabiru Musa,
ORD-01921,C0630,P003,R11,02-07-21,48,33797,0,3299,Bank Transfer,Pending,Kabiru Musa,
ORD-02710,C0557,P012,R01,30-11-22,5,23511,0,555,POS,Completed,Seun Bello,
ORD-00117,C1026,P017,R06,11-09-21,12,152444,0,4320,POS,Completed,Efemena Oghenekaro,VIP Customer
ORD-02843,C0571,P013,R02,07-11-23,19,199434,0,4941,Cash,Completed,Seun Bello,Urgent Delivery
ORD-00234,C1126,P003,R05,01-06-22,47,25623,0,1185,POS,Returned,Amaka Nwosu,
ORD-00432,C0966,P008,R08,01-03-21,15,90135,0.15,4134,POS,Completed,Bose Adama,Paid On Delivery
ORD-02168,C0779,P008,R03,05-08-21,40,94066,0,2785,Cash,Completed,Ronke Adeyemi,Urgent Delivery
ORD-00669,C0852,P013,R08,03-11-23,24,199189,0,6336,Cash,Pending,Musa Danladi,Return Requested
ORD-00842,C0471,P015,R05,27-03-23,33,285293,0,3327,POS,Completed,Ngozi Obiora,Urgent Delivery
ORD-02441,C0222,P007,R10,27-09-21,18,9618,0,7205,POS,Completed,Fatima Umar,
ORD-01522,C1130,P003,R05,26-08-22,15,27279,0,5331,POS,Returned,Chidi Okonkwo,Bulk Order
ORD-02876,C0413,P009,R03,09-02-22,44,50982,0.05,3346,POS,Pending,Lanre Ojo,Partial Payment
ORD-02849,C0681,P013,R07,27-02-22,31,214695,0,5741,Bank Transfer,Pending,Emeka Obi,
ORD-00434,C0347,P016,R02,13-08-23,10,260936,0,1049,POS,Pending,Tunde Afolabi,Bulk Order
ORD-02590,C1190,P017,R04,13-07-22,17,147513,0,1223,POS,Cancelled,Chidi Okonkwo,Bulk Order
ORD-00638,C0575,P010,R02,21-12-21,42,11804,0.15,5211,Cash,Cancelled,Seun Bello,Urgent Delivery
ORD-02607,C1171,P003,R01,07-10-23,40,21608,0.2,5916,Cash,Cancelled,Lanre Ojo,Bulk Order
ORD-02592,C0768,P004,R13,25-11-21,21,134785,0.15,2428,Cash,Returned,Adamu Yusuf,
ORD-00629,C0965,P014,R11,28-01-22,18,20332,0.15,5730,Cash,Completed,Fatima Umar,
ORD-00323,C1035,P016,R02,18-01-21,21,255014,0,5389,Bank Transfer,Completed,Tunde Afolabi,Corporate Discount
ORD-00363,C0348,P013,R04,14-04-21,45,198786,0,6328,Cash,Pending,Chidi Okonkwo,Bulk Order
ORD-00952,C0170,P003,R07,07-08-22,18,36032,0,5307,POS,Returned,Efemena Oghenekaro,Paid On Delivery
ORD-02060,C0444,P001,R13,20-12-22,40,562838,0,3468,Bank Transfer,Completed,Hauwa Gombe,Bulk Order
ORD-02702,C0721,P011,R06,01-01-21,48,14998,0.15,1770,POS,Completed,Efemena Oghenekaro,Corporate Discount
ORD-00659,C0191,P017,R12,29-06-21,18,138459,0,5876,Bank Transfer,Completed,Hauwa Gombe,Urgent Delivery
ORD-02828,C0043,P018,R12,28-05-22,7,133396,0,3501,POS,Cancelled,Adamu Yusuf,Urgent Delivery
ORD-00488,C0982,P018,R07,24-10-22,24,116906,0.05,1881,POS,Pending,Efemena Oghenekaro,
ORD-02150,C0682,P001,R08,01-09-22,10,553168,0.05,7423,POS,Pending,Bose Adama,Bulk Order
ORD-01586,C0747,P007,R06,08-11-21,37,10975,0,5741,Cash,Completed,Emeka Obi,Return Requested
ORD-00649,C0354,P013,R10,19-05-21,32,208958,0.15,4889,Cash,Completed,Zainab Aliyu,
ORD-00283,C0909,P006,R04,09-01-21,13,8227,0,3956,POS,Cancelled,Uche Eze,
ORD-02299,C0035,P006,R08,31-10-21,9,18802,0.1,4616,Bank Transfer,Completed,Bose Adama,
ORD-00778,C0843,P013,R09,02-10-21,2,199138,0.05,1440,Bank Transfer,Completed,Bose Adama,Partial Payment
ORD-01532,C0675,P004,R01,09-09-23,11,130671,0.15,2328,POS,Completed,Tunde Afolabi,Bulk Order
ORD-00259,C0305,P017,R05,27-01-23,22,149510,0.2,7997,Bank Transfer,Returned,Ngozi Obiora,Bulk Order
ORD-02244,C0227,P003,R11,04-01-23,40,36171,0.05,4786,POS,Cancelled,Fatima Umar,Bulk Order
ORD-01009,C0999,P004,R10,05-10-22,32,128090,0,7633,Cash,Cancelled,Kabiru Musa,Bulk Order
ORD-00748,C0619,P015,R02,27-07-21,13,290277,0,3919,Cash,Pending,Lanre Ojo,Bulk Order
ORD-02229,C0404,P010,R09,01-10-21,39,21770,0.05,2524,Cash,Completed,Musa Danladi,
ORD-00856,C0854,P001,R10,04-02-23,28,562685,0.2,6939,Bank Transfer,Completed,Zainab Aliyu,Return Requested
ORD-01036,C0905,P001,R04,02-10-22,9,553701,0.05,5724,Bank Transfer,Returned,Ngozi Obiora,Bulk Order
ORD-01815,C0617,P007,R11,24-06-21,4,1000,0,4000,Bank Transfer,Returned,Fatima Umar,
ORD-02695,C0807,P011,R07,27-08-21,7,15876,0.05,5622,Bank Transfer,Pending,Emeka Obi,
ORD-01278,C0767,P013,R02,22-12-23,31,202370,0.1,4175,Cheque,Returned,Lanre Ojo,Bulk Order
ORD-01968,C0938,P014,R06,21-04-23,1,3425,0,1455,POS,Completed,Efemena Oghenekaro,Partial Payment
ORD-01813,C0034,P018,R09,16-08-22,21,134824,0.05,4046,Cash,Cancelled,Yakubu Idris,Urgent Delivery
ORD-00076,C1172,P017,R09,24-04-23,20,152823,0,3235,Cheque,Completed,Bose Adama,Paid On Delivery
ORD-02824,C0506,P003,R11,16-03-21,1,27570,0.15,7495,POS,Completed,Kabiru Musa,Paid On Delivery
ORD-01062,C0187,P003,R06,23-07-22,21,38802,0,5746,POS,Completed,Tonye Peterside,Urgent Delivery
ORD-02955,C0977,P019,R01,12-11-22,13,99680,0.1,7202,Bank Transfer,Completed,Seun Bello,Bulk Order
ORD-00637,C0907,P019,R03,18-12-22,10,86426,0,508,Cash,Pending,Tunde Afolabi,
ORD-00792,C0767,P015,R05,27-12-21,27,281965,0.05,6255,POS,Completed,Amaka Nwosu,VIP Customer
ORD-00792,C0767,P015,R05,27-12-21,27,281965,0.05,6255,POS,Completed,Amaka Nwosu,VIP Customer
ORD-02519,C1001,P013,R13,19-02-21,46,206113,0,4142,Cheque,Pending,Adamu Yusuf,
ORD-02513,C0781,P017,R12,24-06-21,18,137116,0,4534,Cash,Cancelled,Suleiman Ringim,Partial Payment
ORD-00245,C0832,P013,R09,27-10-21,47,208219,0,4011,Bank Transfer,Returned,Musa Danladi,
ORD-00804,C0090,P003,R02,08-03-21,32,28910,0.2,7811,POS,Completed,Seun Bello,Corporate Discount
ORD-01685,C0745,P006,R03,29-03-22,16,17165,0,3688,Bank Transfer,Completed,Lanre Ojo,Bulk Order
ORD-00779,C0976,P005,R03,12-11-23,20,163896,0.2,6584,POS,Completed,Ronke Adeyemi,
ORD-01554,C0661,P010,R13,06-04-21,11,28232,0.2,1792,POS,Returned,Adamu Yusuf,Return Requested
ORD-02193,C0922,P015,R01,13-10-23,14,290283,0.15,3707,Cheque,Pending,Seun Bello,Corporate Discount
ORD-00162,C0143,P003,R11,03-12-23,43,39896,0.1,1506,Cash,Pending,Kabiru Musa,Bulk Order
ORD-01654,C1175,P006,R06,05-01-22,28,19051,0,7387,Cash,Completed,Emeka Obi,
ORD-01712,C0556,P004,R07,29-06-23,22,131357,0.1,3590,Cash,Returned,Emeka Obi,
ORD-01676,C0158,P004,R07,18-02-21,28,119151,0.05,2455,Bank Transfer,Pending,Efemena Oghenekaro,Corporate Discount
ORD-01703,C0016,P020,R07,09-08-21,36,66622,0,1074,Bank Transfer,Completed,Tonye Peterside,Return Requested
ORD-02479,C0810,P020,R05,10-05-21,29,78307,0,5932,Cheque,Returned,Chidi Okonkwo,Return Requested
ORD-02359,C0549,P013,R04,04-05-21,12,209402,0,3310,Bank Transfer,Pending,Chidi Okonkwo,Paid On Delivery
ORD-00412,C0289,P006,R09,26-10-22,48,19849,0,1140,POS,Pending,Musa Danladi,
ORD-01718,C1011,P005,R03,25-02-22,2,148957,0.1,5828,Cheque,Pending,Ronke Adeyemi,Urgent Delivery
ORD-01078,C0872,P015,R07,13-10-22,37,290637,0.15,4606,Cheque,Completed,Emeka Obi,Paid On Delivery
ORD-01963,C0749,P005,R12,19-04-23,10,160623,0.1,1792,POS,Completed,Adamu Yusuf,Bulk Order
ORD-00345,C0821,P020,R01,23-01-23,48,75076,0.15,3459,Cash,Completed,Lanre Ojo,Bulk Order
ORD-02349,C0168,P018,R10,01-04-23,35,117074,0.2,7498,Bank Transfer,Pending,Kabiru Musa,Return Requested
ORD-01496,C0129,P002,R06,03-10-21,43,77278,0.15,3322,Cheque,Completed,Emeka Obi,
ORD-01833,C0063,P013,R08,30-03-21,48,203046,0.05,6269,Cheque,Pending,Musa Danladi,Partial Payment
ORD-01695,C0128,P006,R01,24-12-22,21,1090,0.1,7922,Bank Transfer,Pending,Ronke Adeyemi,
ORD-01184,C0712,P018,R04,17-10-23,43,129713,0,5368,Cash,Returned,Uche Eze,Bulk Order
ORD-02819,C0900,P007,R09,11-01-21,8,7657,0.2,1685,Cash,Pending,Yakubu Idris,
ORD-02800,C1099,P010,R09,20-11-22,28,15361,0.05,4387,POS,Completed,Yakubu Idris,VIP Customer
ORD-02986,C1118,P010,R09,15-04-21,10,10624,0.15,5817,Bank Transfer,Returned,Yakubu Idris,
ORD-01434,C0428,P016,R06,04-03-23,22,258815,0,4945,POS,Pending,Emeka Obi,
ORD-01269,C0325,P020,R03,09-11-22,30,65874,0,7516,Bank Transfer,Cancelled,Ronke Adeyemi,
ORD-00098,C0244,P001,R03,14-05-23,13,555013,0.1,4043,Bank Transfer,Completed,Lanre Ojo,Partial Payment
ORD-00055,C0610,P002,R10,16-10-22,4,79200,0.05,7442,Cash,Pending,Kabiru Musa,Paid On Delivery
ORD-00051,C0037,P014,R10,29-09-22,24,8881,0.05,5886,POS,Cancelled,Fatima Umar,Urgent Delivery
